make,model,orientation,x_resolution,y_resolution,resolution_unit,software,datetime,y_and_c_positioning,_exif_ifd_pointer,compression,jpeg_interchange_format,jpeg_interchange_format_length,exposure_time,f_number,exposure_program,exif_version,datetime_original,datetime_digitized,components_configuration,compressed_bits_per_pixel,exposure_bias_value,max_aperture_value,metering_mode,light_source,flash,focal_length,maker_note,user_comment,subsec_time,subsec_time_original,subsec_time_digitized,flashpix_version,color_space,pixel_x_dimension,pixel_y_dimension,_interoperability_ifd_Pointer,sensing_method,file_source,scene_type,cfa_pattern,custom_rendered,exposure_mode,white_balance,digital_zoom_ratio,focal_length_in_35mm_film,scene_capture_type,gain_control,contrast,saturation,sharpness,subject_distance_range,spikelets_num,name
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 16:03:36,2,216,6,24736,12461,0.008,5.6,0,0221,2022:03:24 16:03:36,2022:03:24 16:03:36,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,10,10,10,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,8,Spike_425
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 16:06:37,2,216,6,26580,9018,0.008,5.6,0,0221,2022:03:23 16:06:37,2022:03:23 16:06:37,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,50,50,50,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,11,Spike_58
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:25 12:01:18,2,216,6,26840,8792,0.008,5.6,0,0221,2022:03:25 12:01:18,2022:03:25 12:01:18,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,30,30,30,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,7,Spike_441
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 15:50:06,2,216,6,26096,8964,0.008,5.6,0,0221,2022:03:23 15:50:06,2022:03:23 15:50:06,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,60,60,60,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,9,Spike_38
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:28 10:15:54,2,216,6,25588,8885,0.008,5.6,0,0221,2022:03:28 10:15:54,2022:03:28 10:15:54,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,50,50,50,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,15,Spike_575
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 15:25:58,2,216,6,25832,8916,0.008,5.6,0,0221,2022:03:24 15:25:58,2022:03:24 15:25:58,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,60,60,60,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,12,Spike_385
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 11:21:45,2,216,6,28720,8791,0.008,5.6,0,0221,2022:03:24 11:21:45,2022:03:24 11:21:45,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,40,40,40,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,10,Spike_194
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 15:47:20,2,216,6,28704,8847,0.00625,6.3,0,0221,2022:03:24 15:47:20,2022:03:24 15:47:20,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,10,10,10,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,10,Spike_407
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:28 11:10:55,2,216,6,24636,9014,0.01,5.6,0,0221,2022:03:28 11:10:55,2022:03:28 11:10:55,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,10,10,10,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,8,Spike_644
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 15:48:57,2,216,6,30296,8760,0.008,5.6,0,0221,2022:03:24 15:48:57,2022:03:24 15:48:57,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,10,10,10,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,8,Spike_410
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 15:21:16,2,216,6,27600,8874,0.008,6.3,0,0221,2022:03:24 15:21:16,2022:03:24 15:21:16,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,10,10,10,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,9,Spike_380
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:28 10:53:32,2,216,6,25772,8703,0.01,5.6,0,0221,2022:03:28 10:53:32,2022:03:28 10:53:32,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,70,70,70,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,10,Spike_622
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:28 12:47:30,2,216,6,24528,12076,0.01,5.6,0,0221,2022:03:28 12:47:30,2022:03:28 12:47:30,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,70,70,70,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,8,Spike_765
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 14:09:50,2,216,6,26476,8846,0.008,5.6,0,0221,2022:03:23 14:09:50,2022:03:23 14:09:50,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,30,30,30,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,10,Spike_6
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 12:04:29,2,216,6,26888,8783,0.008,5.6,0,0221,2022:03:24 12:04:29,2022:03:24 12:04:29,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,10,10,10,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,20,Spike_232
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:28 16:45:07,2,216,6,29296,8753,0.01,5.6,0,0221,2022:03:28 16:45:07,2022:03:28 16:45:07,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,40,40,40,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,9,Spike_814
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:25 11:59:26,2,216,6,28372,8745,0.008,5.6,0,0221,2022:03:25 11:59:26,2022:03:25 11:59:26,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,60,60,60,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,9,Spike_436
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 17:18:59,2,216,6,28096,8908,0.008,5.6,0,0221,2022:03:23 17:18:59,2022:03:23 17:18:59,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,50,50,50,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,12,Spike_128
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 11:44:41,2,216,6,27532,8940,0.008,5.6,0,0221,2022:03:24 11:44:41,2022:03:24 11:44:41,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,90,90,90,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,11,Spike_214
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 16:30:49,2,216,6,26336,9068,0.008,5.6,0,0221,2022:03:23 16:30:49,2022:03:23 16:30:49,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,30,30,30,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,10,Spike_76
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 11:35:03,2,216,6,25680,8970,0.008,5.6,0,0221,2022:03:24 11:35:03,2022:03:24 11:35:03,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,90,90,90,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,9,Spike_208
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:25 12:00:11,2,216,6,28144,8734,0.008,5.6,0,0221,2022:03:25 12:00:11,2022:03:25 12:00:11,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,10,10,10,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,8,Spike_438
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:28 12:03:59,2,216,6,25764,8783,0.01,5.6,0,0221,2022:03:28 12:03:59,2022:03:28 12:03:59,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,50,50,50,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,11,Spike_712
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 16:55:57,2,216,6,27004,8934,0.008,5.6,0,0221,2022:03:23 16:55:57,2022:03:23 16:55:57,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,00,00,00,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,12,Spike_104
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 14:13:23,2,216,6,27620,9014,0.008,5.6,0,0221,2022:03:23 14:13:23,2022:03:23 14:13:23,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,80,80,80,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,11,Spike_8
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 14:19:47,2,216,6,29196,9037,0.00625,6.3,0,0221,2022:03:23 14:19:47,2022:03:23 14:19:47,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,50,50,50,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,10,Spike_16
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:25 11:51:45,2,216,6,26092,8914,0.008,5.6,0,0221,2022:03:25 11:51:45,2022:03:25 11:51:45,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,80,80,80,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,7,Spike_431
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:25 11:50:00,2,216,6,27132,8964,0.008,5.6,0,0221,2022:03:25 11:50:00,2022:03:25 11:50:00,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,90,90,90,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,10,Spike_427
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:25 12:05:04,2,216,6,26468,8863,0.008,5.6,0,0221,2022:03:25 12:05:04,2022:03:25 12:05:04,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,20,20,20,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,9,Spike_446
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 11:49:50,2,216,6,26276,8771,0.008,5.6,0,0221,2022:03:24 11:49:50,2022:03:24 11:49:50,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,90,90,90,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,9,Spike_220
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 17:23:46,2,216,6,27424,8914,0.008,5.6,0,0221,2022:03:23 17:23:46,2022:03:23 17:23:46,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,70,70,70,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,11,Spike_134
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 15:14:15,2,216,6,26792,8982,0.008,5.6,0,0221,2022:03:24 15:14:15,2022:03:24 15:14:15,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,60,60,60,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,9,Spike_370
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:28 10:50:33,2,216,6,29744,8785,0.01,5.6,0,0221,2022:03:28 10:50:33,2022:03:28 10:50:33,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,60,60,60,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,9,Spike_616
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:25 12:26:37,2,216,6,24212,12080,0.008,5.6,0,0221,2022:03:25 12:26:37,2022:03:25 12:26:37,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,30,30,30,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,8,Spike_477
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 15:42:08,2,216,6,25548,8974,0.008,5.6,0,0221,2022:03:24 15:42:08,2022:03:24 15:42:08,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,80,80,80,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,9,Spike_404
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 14:35:25,2,216,6,27260,8884,0.008,5.6,0,0221,2022:03:23 14:35:25,2022:03:23 14:35:25,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,30,30,30,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,21,Spike_30
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 11:28:18,2,216,6,26136,8853,0.008,5.6,0,0221,2022:03:24 11:28:18,2022:03:24 11:28:18,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,90,90,90,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,11,Spike_200
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:25 12:52:58,2,216,6,28720,8805,0.008,5.6,0,0221,2022:03:25 12:52:58,2022:03:25 12:52:58,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,00,00,00,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,10,Spike_506
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 16:13:54,2,216,6,26448,8942,0.008,5.6,0,0221,2022:03:23 16:13:54,2022:03:23 16:13:54,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,50,50,50,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,9,Spike_66
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 14:00:46,2,216,6,28444,8906,0.008,5.6,0,0221,2022:03:24 14:00:46,2022:03:24 14:00:46,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,90,90,90,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,10,Spike_346
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 16:21:09,2,216,6,28536,8873,0.008,5.6,0,0221,2022:03:23 16:21:09,2022:03:23 16:21:09,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,10,10,10,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,6,Spike_72
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:24 15:57:51,2,216,6,26128,8856,0.008,5.6,0,0221,2022:03:24 15:57:51,2022:03:24 15:57:51,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,30,30,30,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,8,Spike_418
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 16:45:22,2,216,6,27636,8900,0.008,5.6,0,0221,2022:03:23 16:45:22,2022:03:23 16:45:22,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",52.0,,                                    ,20,20,20,,1,2256,1496,,2,,,,0,0,0,1.0,78,0,0,0,0,0,0,9,Spike_92
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:25 12:02:23,2,216,6,26896,8793,0.008,5.6,0,0221,2022:03:25 12:02:23,2022:03:25 12:02:23,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,10,10,10,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,6,Spike_444
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:28 13:06:00,2,216,6,27752,8854,0.01,5.6,0,0221,2022:03:28 13:06:00,2022:03:28 13:06:00,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,40,40,40,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,9,Spike_782
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 16:11:20,2,216,6,26060,8826,0.008,5.6,0,0221,2022:03:23 16:11:20,2022:03:23 16:11:20,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,30,30,30,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,10,Spike_64
NIKON CORPORATION,NIKON D50,1,300.0,300.0,2,Ver.1.00 ,2022:03:23 16:01:58,2,216,6,27512,8939,0.008,5.6,0,0221,2022:03:23 16:01:58,2022:03:23 16:01:58,,4.0,0.0,5.0,5,0,"Flash(flash_fired=False, flash_return=FlashReturn.NO_STROBE_RETURN_DETECTION_FUNCTION, flash_mode=FlashMode.UNKNOWN, flash_function_not_present=False, red_eye_reduction_supported=False, reserved=0)",55.0,,                                    ,10,10,10,,1,2256,1496,,2,,,,0,0,0,1.0,82,0,0,0,0,0,0,12,Spike_52
